"BR","UF ","Tipo de trecho","Desc Coinc","Código","Local de Início","Local de Fim","km inicial","km final","Extensão","Superfície Federal","Obras","Federal Coincidente","Administração","Ato legal","Estadual Coincidente","Superfície Est. Coincidente","Jurisdição","Superfície","Unidade Local"
"420","BA","Eixo Principal","Coinc","420BBA0200","CAPÃO","ENTR BR-101(B) (P/PRES TANCREDO NEVES)","228.5","232.8","4.3","PAV","","101BBA1690;420BBA0200","Federal","","","","Federal","PAV","Cruz das Almas"
"420","BA","Eixo Principal","-","420BBA0210","ENTR BR-101(B) (P/PRES TANCREDO NEVES)","ENTR BA-539 (P/ SÃO MIGUEL DAS MATAS)","232.8","247.8","15","PAV","","420BBA0210","Federal","","","","Federal","PAV","Cruz das Almas"
"420","BA","Eixo Principal","-","420BBA0212","ENTR BA-539 (P/ SÃO MIGUEL DAS MATAS)","ENTR BA-540/PONTE S/RIO MUTUÍPE (MUTUÍPE)","247.8","260.8","13","PAV","","420BBA0212","Federal","","","","Federal","PAV","Cruz das Almas"
"420","BA","Eixo Principal","-","420BBA0214","ENTR BA-540/PONTE S/RIO MUTUÍPE (MUTUÍPE)","JEQUIRIÇA","260.8","272.4","11.6","PAV","","420BBA0214","Federal","","","","Federal","PAV","Cruz das Almas"
"420","BA","Eixo Principal","-","420BBA0216","JEQUIRIÇA","UBAÍRA","272.4","284.4","12","PAV","","420BBA0216","Federal","","","","Federal","PAV","Cruz das Almas"
"420","BA","Eixo Principal","-","420BBA0218","UBAÍRA","ENTR BA-120(A) (P/ BREJÕES)","284.4","300.4","16","PAV","","420BBA0218","Federal","","","","Federal","PAV","Cruz das Almas"
"420","BA","Eixo Principal","-","420BBA0220","ENTR BA-120(A) (P/ BREJÕES)","ENTR BA-120(B)/553 (SANTA INÊS)","300.4","310.4","10","PAV","","420BBA0220","Federal","","","","Federal","PAV","Cruz das Almas"
"420","BA","Eixo Principal","-","420BBA0230","ENTR BA-120(B)/553 (SANTA INÊS)","ENTR BA-250 (ITAQUARA)","310.4","336.2","25.8","PAV","","420BBA0230","Federal","","","","Federal","PAV","Cruz das Almas"
"420","BA","Eixo Principal","-","420BBA0232","ENTR BA-250 (ITAQUARA)","ENTR BA-545 (JAGUAQUARA)","336.2","345.6","9.4","PAV","","420BBA0232","Federal","","","","Federal","PAV","Cruz das Almas"
"420","BA","Eixo Principal","-","420BBA0250","ENTR BA-545 (JAGUAQUARA)","ENTR BR-116/BA-250(B)","345.6","355.9","10.3","PAV","","420BBA0250","Federal","","","","Federal","PAV","Cruz das Almas"
"421","RO","Acesso","-","421ARO1005","ENTR BR-421(P/BURITIS)","INICIO TRAVESSIA CAMPO NOVO DE RONDÔNIA","0","36.3","36.3","PAV","","421ARO1005","Federal","","","","Federal","PAV","Ji-Paraná"
"421","RO","Acesso","-","421ARO1015","INICIO TRAVESSIA CAMPO NOVO DE RONDÔNIA","FIM TRAVESSIA CAMPO NOVO DE RONDÔNIA","36.3","36.9","0.6","DUP","","421ARO1015","Federal","","","","Federal","PAV","Ji-Paraná"
"421","RO","Acesso","-","421ARO1020","FIM TRAVESSIA CAMPO NOVO DE RONDÔNIA","FIM DA IMPLANTAÇÃO (IGARAPÉ SEM NOME)","36.9","45.8","8.9","IMP","","421ARO1020","Federal","","","","Federal","N_PAV","Ji-Paraná"
"421","RO","Eixo Principal","-","421BRO0010","ENTR BR-364 (ARIQUEMES)(AV CAP SÍLVIO)","PONTE S/ RIO JAMARI","0","2","2","PAV","","421BRO0010","Federal","","","","Federal","PAV","Ji-Paraná"
"421","RO","Eixo Principal","-","421BRO0015","PONTE S/ RIO JAMARI","ENTR RO-457 (P/ALTO PARAÍSO)","2","10.8","8.8","PAV","","421BRO0015","Federal","","","","Federal","PAV","Ji-Paraná"
"421","RO","Eixo Principal","-","421BRO0020","ENTR RO-457 (P/ALTO PARAÍSO)","PONTE S/ RIO BOM FUTURO","10.8","34.1","23.3","PAV","","421BRO0020","Federal","","","","Federal","PAV","Ji-Paraná"
"421","RO","Eixo Principal","-","421BRO0025","PONTE S/ RIO BOM FUTURO","PONTE S/ RIO SANTA CRUZ","34.1","42","7.9","PAV","","421BRO0025","Federal","","","","Federal","PAV","Ji-Paraná"
"421","RO","Eixo Principal","-","421BRO0030","PONTE S/ RIO SANTA CRUZ","INICIO DA TRAV URBANA DE MONTE NEGRO","42","48.9","6.9","PAV","","421BRO0030","Federal","","","","Federal","PAV","Ji-Paraná"
"421","RO","Eixo Principal","-","421BRO0035","INICIO DA TRAV URBANA DE MONTE NEGRO","FINAL DA TRAV URBANA DE MONTE NEGRO","48.9","51.2","2.3","PAV","","421BRO0035","Federal","","","","Federal","PAV","Ji-Paraná"
"421","RO","Eixo Principal","-","421BRO0040","FINAL DA TRAV URBANA DE MONTE NEGRO","ENTR ACESSO I CAMPO NOVO DE RONDÔNIA","51.2","69.1","17.9","PAV","","421BRO0040","Federal","","","","Federal","PAV","Ji-Paraná"
"421","RO","Eixo Principal","-","421BRO0045","ENTR ACESSO I CAMPO NOVO DE RONDÔNIA","ENTR II ACESSO CAMPO NOVO DE RONDÔNIA (TABAJÁ)","69.1","96.3","27.2","PLA","","421BRO0045","Estadual","","RO-460","PAV","Estadual","PLA",""
"421","RO","Eixo Principal","-","421BRO0050","ENTR II ACESSO CAMPO NOVO DE RONDÔNIA (TABAJÁ)","PONTE SOBRE O RIO CANDEIAS","96.3","110","13.7","PLA","","421BRO0050","Estadual","","RO-460","PAV","Estadual","PLA",""
"421","RO","Eixo Principal","-","421BRO0055","PONTE SOBRE O RIO CANDEIAS","ACESSO À BURITIS","110","115.7","5.7","PLA","","421BRO0055","Estadual","","RO-460","PAV","Estadual","PLA",""
"421","RO","Eixo Principal","-","421BRO0060","ACESSO À BURITIS","RIO ORIENTE","115.7","195.4","79.7","PLA","","421BRO0060","Federal","","","","Federal","PLA",""
"421","RO","Eixo Principal","-","421BRO0065","RIO ORIENTE","RIO FORMOSO","195.4","207","11.6","PLA","","421BRO0065","Federal","","","","Federal","PLA",""
"421","RO","Eixo Principal","-","421BRO0070","RIO FORMOSO","VILA PALMEIRAS (LH-21)","207","256.4","49.4","PLA","","421BRO0070","Federal","","","","Federal","PLA",""
"421","RO","Eixo Principal","-","421BRO0090","VILA PALMEIRAS (LH-21)","ENT BR-425 (NOVA MAMORÉ)","256.4","296.1","39.7","PLA","","421BRO0090","Federal","","","","Federal","PLA",""
"422","PA","Eixo Principal","-","422BPA0010","ENTR BR-230","FIM DA PONTE (ACESSO A BREU BRANCO)","0","63.7","63.7","IMP","","422BPA0010","Federal","","","","Federal","N_PAV","Marabá"
"422","PA","Eixo Principal","-","422BPA0018","FIM DA PONTE (ACESSO A BREU BRANCO)","ACESSO AEROPORTO (TUCURUÍ)","63.7","72","8.3","PAV","","422BPA0018","Federal","","","","Federal","PAV","Marabá"
"422","PA","Eixo Principal","-","422BPA0025","ACESSO AEROPORTO (TUCURUÍ)","FIM DA PAVIMENTAÇÃO","72","79","7","IMP","","422BPA0025","Federal","","","","Federal","N_PAV","Marabá"
"422","PA","Eixo Principal","-","422BPA0030","FIM DA PAVIMENTAÇÃO","ACESSO A JOANA PERES","79","168","89","IMP","","422BPA0030","Federal","","","","Federal","N_PAV","Marabá"
"422","PA","Eixo Principal","-","422BPA0040","ACESSO A JOANA PERES","CAMETÁ","168","282","114","IMP","","422BPA0040","Federal","","","","Federal","N_PAV","Marabá"
"422","PA","Eixo Principal","-","422BPA0060","CAMETÁ","LIMOEIRO DO AJURÚ","282","336","54","LEN","","422BPA0060","Federal","","","","Federal","N_PAV","Marabá"
"423","AL","Eixo Principal","-","423BAL0190","DIV PE/AL","ENTR AL-130 (OURO BRANCO)","0","8.5","8.5","PAV","","423BAL0190","Federal","","","","Federal","PAV","Santana do Ipanema"
"423","AL","Eixo Principal","-","423BAL0210","ENTR AL-130 (OURO BRANCO)","ENTR BR-316","8.5","26","17.5","PAV","","423BAL0210","Federal","","","","Federal","PAV","Santana do Ipanema"
"423","AL","Eixo Principal","-","423BAL0230","ENTR BR-316","ENTR AL-140 (P/INHAPI)","26","51.6","25.6","PAV","","423BAL0230","Federal","","","","Federal","PAV","Santana do Ipanema"
"423","AL","Eixo Principal","-","423BAL0240","ENTR AL-140 (P/INHAPI)","ENTR AL-145 (P/DELMIRO GOUVEIA)","51.6","79.7","28.1","PAV","","423BAL0240","Federal","","","","Federal","PAV","Santana do Ipanema"
"423","AL","Eixo Principal","-","423BAL0250","ENTR AL-145 (P/DELMIRO GOUVEIA)","ENTR BR-110(A)","79.7","101.4","21.7","PAV","","423BAL0250","Federal","","","","Federal","PAV","Santana do Ipanema"
"423","AL","Eixo Principal","Coinc","423BAL0255","ENTR BR-110(A)","INÍCIO DA PONTE S/RIO S FRANCISCO(DIV AL/BA)","101.4","105.6","4.2","PAV","","110BAL0540;423BAL0255","Federal","","","","Federal","PAV","Santana do Ipanema"
"423","BA","Eixo Principal","Coinc","423BBA0270","INÍCIO DA PONTE SOBRE O RIO SÃO FRANCISCO (DIV AL/BA)","FIM DA PONTE SOBRE O RIO SÃO FRANCISCO","0","0.3","0.3","PAV","","110BBA0550;423BBA0270","Federal","","","","Federal","PAV","Euclides da Cunha"
"423","BA","Eixo Principal","Coinc","423BBA0280","FIM DA PONTE SOBRE O RIO SÃO FRANCISCO","ENTR BR-423(B)/BA-210 (PAULO AFONSO)","0.3","2.4","2.1","PAV","","110BBA0560;423BBA0280","Federal","","","","Federal","PAV","Euclides da Cunha"
"423","BA","Eixo Principal","-","423BBA0290","ENTR BR-110(B) (PAULO AFONSO)","ENTR BA-709 (P/JUÁ)","2.4","25.4","23","PLA","","423BBA0290","Federal","","","","Federal","PLA",""
"423","BA","Eixo Principal","-","423BBA0292","ENTR BA-709 (P/JUÁ)","SALGADO DO MELÃO","25.4","55.4","30","PLA","","423BBA0292","Federal","","","","Federal","PLA",""
"423","BA","Eixo Principal","-","423BBA0300","SALGADO DO MELÃO","ENTR BR-116","55.4","96.4","41","PLA","","423BBA0300","Federal","","","","Federal","PLA",""
"423","BA","Eixo Principal","-","423BBA0310","ENTR BR-116","ENTR BA-313 (P/BARRO VERMELHO)","96.4","176.4","80","PLA","","423BBA0310","Federal","","","","Federal","PLA",""
"423","BA","Eixo Principal","-","423BBA0330","ENTR BA-313 (P/BARRO VERMELHO)","ENTR BR-122/235/407 (JUAZEIRO)","176.4","254.4","78","PLA","","423BBA0330","Federal","","","","Federal","PLA",""
"423","PE","Eixo Principal","Coinc","423BPE0010","ENTR BR-104/232(A) (CARUARÚ)","ENTR BR-232(B) (SÃO CAETANO)","0","18.2","18.2","DUP","","232BPE0150;423BPE0010","Federal","","","","Federal","PAV","Caruaru"
"423","PE","Eixo Principal","-","423BPE0030","ENTR BR-232(B) (SÃO CAETANO)","CACHOEIRINHA","18.2","39.2","21","PAV","","423BPE0030","Federal","","","","Federal","PAV","Caruaru"
"423","PE","Eixo Principal","-","423BPE0050","CACHOEIRINHA","ENTR PE-170/180 (LAJEDO)","39.2","61.3","22.1","PAV","","423BPE0050","Federal","","","","Federal","PAV","Caruaru"
"423","PE","Eixo Principal","-","423BPE0070","ENTR PE-170/180 (LAJEDO)","ENTR PE-158 (JUPÍ)","61.3","73.1","11.8","PAV","","423BPE0070","Federal","","","","Federal","PAV","Caruaru"
"423","PE","Eixo Principal","-","423BPE0075","ENTR PE-158 (JUPÍ)","ENTR PE-177 (P/QUIPAPA)","73.1","93.9","20.8","PAV","","423BPE0075","Federal","","","","Federal","PAV","Caruaru"
"423","PE","Eixo Principal","-","423BPE0080","ENTR PE-177 (P/QUIPAPA)","ENTR BR-424/PE-218 (GARANHUNS)","93.9","98.4","4.5","PAV","","423BPE0080","Federal","","","","Federal","PAV","Caruaru"
"423","PE","Eixo Principal","-","423BPE0090","ENTR BR-424/PE-218 (GARANHUNS)","PARANATAMA","98.4","115.2","16.8","PAV","","423BPE0090","Federal","","","","Federal","PAV","Caruaru"
"423","PE","Eixo Principal","-","423BPE0110","PARANATAMA","ENTR PE-223 (P/SALOÁ)","115.2","121.7","6.5","PAV","","423BPE0110","Federal","","","","Federal","PAV","Caruaru"
"423","PE","Eixo Principal","-","423BPE0130","ENTR PE-223 (P/SALOÁ)","ENTR PE-233 (P/IATÍ)","121.7","144.9","23.2","PAV","","423BPE0130","Federal","","","","Federal","PAV","Caruaru"
"423","PE","Eixo Principal","-","423BPE0150","ENTR PE-233 (P/IATÍ)","ENTR PE-300 (ÁGUAS BELAS)","144.9","177.1","32.2","PAV","","423BPE0150","Federal","","","","Federal","PAV","Caruaru"
"423","PE","Eixo Principal","-","423BPE0170","ENTR PE-300 (ÁGUAS BELAS)","DIV PE/AL","177.1","196.2","19.1","PAV","","423BPE0170","Federal","","","","Federal","PAV","Caruaru"
"423","PE","Contorno","-","423CPE1005","ENTR BR-423 (NEVES)","ENTR BR-424 (ACESSO NOROESTE GARANHUNS)","0","15.9","15.9","PLA","","423CPE1005","Federal","","","","Federal","PLA",""
"424","PE","Acesso","-","424APE1005","ENTR BR-424 (KM 8,8)","DISTRITO DE POÇO DO BOI - ACESSO","0","2.1","2.1","PAV","","424APE1005","Federal","","","","Federal","PAV","Arcoverde"
"424","AL","Eixo Principal","-","424BAL0140","ENTR AL-470(A) (DIV PE/AL)","ENTR AL-110(A) (INÌCIO TRAV URB CHÃ PRETA)","0","10.6","10.6","PLA","","424BAL0140","Estadual","","AL-470","EOP","Estadual","PLA",""
"424","AL","Eixo Principal","-","424BAL0145","ENTR AL-110(A) (INÌCIO TRAV URB CHÃ PRETA)","FIM TRAV URB CHÃ PRETA","10.6","12.3","1.7","PLA","","424BAL0145","Municipal","","Municipal","PAV","Municipal","PLA",""
"424","AL","Eixo Principal","-","424BAL0150","FIM TRAV URB CHÃ PRETA","ENTR AL-210(A) (P/PAULO JACINTO)","12.3","23","10.7","PLA","","424BAL0150","Estadual","","AL-110","PAV","Estadual","PLA",""
"424","AL","Eixo Principal","-","424BAL0155","ENTR AL-210(A) (P/PAULO JACINTO)","INÍCIO TRAV URB VIÇOSA","23","27.8","4.8","PLA","","424BAL0155","Estadual","","AL-110","PAV","Estadual","PLA",""
"424","AL","Eixo Principal","-","424BAL0160","INÍCIO TRAV URB VIÇOSA","ENTR AL-110(B) (VIÇOSA)","27.8","29.2","1.4","PLA","","424BAL0160","Estadual","","AL-110","PAV","Estadual","PLA",""
"424","AL","Eixo Principal","-","424BAL0165","ENTR AL-110(B) (VIÇOSA)","FIM TRAV URB VIÇOSA","29.2","30.7","1.5","PLA","","424BAL0165","Estadual","","AL-210","PAV","Estadual","PLA",""
"424","AL","Eixo Principal","-","424BAL0170","FIM TRAV URB VIÇOSA","ENTR AL-440(A)","30.7","39.5","8.8","PLA","","424BAL0170","Estadual","","AL-210","PAV","Estadual","PLA",""
"424","AL","Eixo Principal","-","424BAL0175","ENTR AL-440(A)","ENTR AL-440(B)","39.5","42.7","3.2","PLA","","424BAL0175","Estadual","","AL-210","PAV","Estadual","PLA",""
"424","AL","Eixo Principal","-","424BAL0180","ENTR AL-210(B) (P/CAJUEIRO)","ENTR BR-316(A) AL/440(B)","42.7","50.8","8.1","PLA","","424BAL0180","Estadual","","AL-440","PAV","Estadual","PLA",""
"424","AL","Eixo Principal","Coinc","424BAL0210","INÍCIO TRAV URB CAJUEIRO","ENTR BR-316(A)/AL-410(B) (FIM TRAV URB ATALAIA)","50.8","73.8","23","PAV","","316BAL1050;424BAL0210","Federal","","","","Federal","PAV","Maceió"
"424","AL","Eixo Principal","Coinc","424BAL0230","ENTR BR-316(A)/AL-410(B) (FIM TRAV URB ATALAIA)","ENTR BR-101","73.8","80.6","6.8","PAV","","316BAL1070;424BAL0230","Federal","","","","Federal","PAV","Maceió"
"424","AL","Eixo Principal","Coinc","424BAL0250","ENTR BR-101","ENTR BR-316 (RODOVIA SECUNDÁRIA)","80.6","83.7","3.1","PAV","","316BAL1090;424BAL0250","Federal","","","","Federal","PAV","Maceió"
"424","AL","Eixo Principal","Coinc","424BAL0270","ENTR BR-316 (RODOVIA SECUNDÁRIA)","ACESSO A PILAR","83.7","85.4","1.7","PAV","","316BAL1110;424BAL0270","Federal","","","","Federal","PAV","Maceió"
"424","AL","Eixo Principal","Coinc","424BAL0290","ACESSO A PILAR","ENTR BR-316(B)","85.4","92","6.6","PAV","","316BAL1130;424BAL0290","Federal","","","","Federal","PAV","Maceió"
"424","AL","Eixo Principal","-","424BAL0310","ENTR BR-316(B)","ENTR AL-101(A) (ILHA DE SANTA RITA)","92","108.2","16.2","PAV","","424BAL0310","Federal","","","","Federal","PAV","Maceió"
"424","AL","Eixo Principal","-","424BAL0330","ENTR AL-101(A) (ILHA DE SANTA RITA)","ENTR BR-316/AL-101(B) (PORTO MACEIÓ)","108.2","121.5","13.3","PLA","","424BAL0330","Estadual","","AL-101","DUP","Estadual","PLA",""
"424","PE","Eixo Principal","-","424BPE0010","ENTR BR-232 (ARCOVERDE)","ENTR PE-217 (VENTUROSA)","0","29.7","29.7","PAV","","424BPE0010","Federal","","","","Federal","PAV","Arcoverde"
"424","PE","Eixo Principal","-","424BPE0030","ENTR PE-217 (VENTUROSA)","ENTR PE-244 (P/ÁGUAS BELAS)","29.7","42.6","12.9","PAV","","424BPE0030","Federal","","","","Federal","PAV","Arcoverde"
"424","PE","Eixo Principal","-","424BPE0035","ENTR PE-244 (P/ÁGUAS BELAS)","ENTR PE-193 (CAETÉS)","42.6","66.9","24.3","PAV","","424BPE0035","Federal","","","","Federal","PAV","Arcoverde"
"424","PE","Eixo Principal","-","424BPE0050","ENTR PE-193 (CAETÉS)","ENTR BR-423 (GARANHUNS)","66.9","87.3","20.4","PAV","","424BPE0050","Federal","","","","Federal","PAV","Arcoverde"
"424","PE","Eixo Principal","-","424BPE0070","ENTR BR-423 (GARANHUNS)","ENTR PE-218 (P/BOM CONSELHO)","87.3","101.9","14.6","PAV","","424BPE0070","Federal","","","","Federal","PAV","Arcoverde"
"424","PE","Eixo Principal","-","424BPE0090","ENTR PE-218 (P/BOM CONSELHO)","ENTR PE-187 (P/PALMEIRINA)","101.9","120.9","19","PAV","","424BPE0090","Federal","","","","Federal","PAV","Arcoverde"
"424","PE","Eixo Principal","-","424BPE0115","ENTR PE-187 (P/PALMEIRINA)","CORRENTES","120.9","133.5","12.6","PAV","","424BPE0115","Federal","","","","Federal","PAV","Arcoverde"
"424","PE","Eixo Principal","-","424BPE0130","CORRENTES","DIV PE/AL","133.5","142.4","8.9","PLA","","424BPE0130","Estadual","","PE-424","PAV","Estadual","PLA",""
"424","AL","Contorno","-","424CAL1005","ENTR BR-424 (ACESSO OESTE ATALAIA)","ENTR BR-424 (ACESSO LESTE ATALAIA)","0","7","7","PLA","","424CAL1005","Federal","","","","Federal","PLA",""
"424","PE","Contorno","-","424CPE1005","ENTR BR-424 (ACESSO NOROESTE GARANHUNS)","ENTR BR-423 (ACESSO OESTE GARANHUNS)","0","5","5","PLA","","424CPE1005","Federal","","","","Federal","PLA",""
"424","PE","Contorno","-","424CPE1010","ENTR BR-423 (ACESSO OESTE GARANHUNS)","ENTR BR-424 (ACESSO SUL GARANHUNS)","5","14.2","9.2","PLA","","424CPE1010","Federal","","","","Federal","PLA",""
"424","PE","Variante","-","424VPE1005","ENTR BR-424 (P/POÇO COMPRIDO)","ENTR BR-424/PE-214","0","9.4","9.4","PLA","","424VPE1005","Federal","","","","Federal","PLA",""
"425","RO","Eixo Principal","-","425BRO0020","ENTR BR-364/425","AV. CEREJEIRA (NOVA MAMORÉ)","0","80.5","80.5","PAV","","425BRO0020","Federal","","","","Federal","PAV","Porto Velho"
"425","RO","Eixo Principal","-","425BRO0030","AV. CEREJEIRA (NOVA MAMORÉ)","ENTR ACESSO A MONTE NEGRO","80.5","118.2","37.7","PAV","","425BRO0030","Federal","","","","Federal","PAV","Porto Velho"
"425","RO","Eixo Principal","-","425BRO0040","ENTR ACESSO A MONTE NEGRO","INÍCIO PISTA DUPLA (UNIR-CAMPUS GUAJARÁ)","118.2","123.1","4.9","PAV","","425BRO0040","Federal","","","","Federal","PAV","Porto Velho"
"425","RO","Eixo Principal","-","425BRO0050","INÍCIO PISTA DUPLA (UNIR-CAMPUS GUAJARÁ)","AV. DUQUE DE CAXIAS (GUAJARÁ-MIRIM)/ACESS.PONTE BR/BOL","123.1","127","3.9","PAV","","425BRO0050","Federal","","","","Federal","PAV","Porto Velho"
"425","RO","Eixo Principal","-","425BRO0060","AV. DUQUE DE CAXIAS (GUAJARÁ-MIRIM)/ACESS.PONTE BR/BOL","FRONT BRASIL/BOLIVIA (INÍCIO DA TRAVESSIA DO RIO MAMORÉ)","127","130","3","PAV","","425BRO0060","Federal","","","","Federal","PAV","Porto Velho"
"426","PB","Eixo Principal","-","426BPB0010","ENTR BR-230 (SÃO BENTINHO)","R.DOMINGOS CAVALCANTI DE ALMEIDA (CAJAZEIRINHAS)","0","12.8","12.8","PLA","","426BPB0010","Estadual","","PB-366","PAV","Estadual","PLA",""
"426","PB","Eixo Principal","-","426BPB0020","R.DOMINGOS CAVALCANTI DE ALMEIDA (CAJAZEIRINHAS)","ENTR PB-342 (COREMAS)","12.8","34.4","21.6","PLA","","426BPB0020","Estadual","","PB-366","PAV","Estadual","PLA",""
"426","PB","Eixo Principal","-","426BPB0030","ENTR PB-342 (COREMAS)","ENTR BR-361(A)","34.4","61.6","27.2","PLA","","426BPB0030","Estadual","","PB-342","IMP","Estadual","PLA",""
"426","PB","Eixo Principal","Coinc","426BPB0040","ENTR BR-361(A)","ENTR BR-361(B) (PIANCÓ)","61.6","66.6","5","PAV","","361BPB0030;426BPB0040","Federal","","","","Federal","PAV","Patos"
"426","PB","Eixo Principal","-","426BPB0050","ENTR BR-361(B) (PIANCÓ)","SANTANA DOS GARROTES","66.6","86.8","20.2","PAV","","426BPB0050","Federal","","","","Federal","PAV","Patos"
"426","PB","Eixo Principal","-","426BPB0055","SANTANA DOS GARROTES","ENTR PB-356(A) (P/NOVA OLINDA)","86.8","94.5","7.7","IMP","EOP","426BPB0055","Federal","","","","Federal","N_PAV","Patos"
"426","PB","Eixo Principal","-","426BPB0070","ENTR PB-356(A) (P/NOVA OLINDA)","ENTR PB-306(A)/356(B) (TAVARES)","94.5","135","40.5","PLA","","426BPB0070","Estadual","","PB-356","EOP","Estadual","PLA",""
"426","PB","Eixo Principal","-","426BPB0090","ENTR PB-306(A)/356(B) (TAVARES)","ENTR PB-374 (PRINCESA ISABEL)","135","152.6","17.6","PLA","","426BPB0090","Estadual","","PB-306","PAV","Estadual","PLA",""
"426","PB","Eixo Principal","-","426BPB0110","ENTR PB-374 (PRINCESA ISABEL)","ENTR PB-306(B) (DIV PB/PE)","152.6","156.6","4","PLA","","426BPB0110","Estadual","","PB-306","PAV","Estadual","PLA",""
"426","PE","Eixo Principal","-","426BPE0130","DIV PB/PE (IRAGUAÇU)","ENTR PE-320 (FLÔRES)","0","13.1","13.1","PLA","","426BPE0130","Estadual","","PE-337","PAV","Estadual","PLA",""
"426","PE","Eixo Principal","-","426BPE0150","ENTR PE-320 (FLÔRES)","ENTR BR-232 (SÍTIO DOS NUNES)","13.1","41.1","28","PLA","","426BPE0150","Estadual","","PE-337","PAV","Estadual","PLA",""
"427","PB","Eixo Principal","-","427BPB0210","DIV RN/PB","ENTR PB-293(A)","0","7.4","7.4","PAV","","427BPB0210","Federal","","","","Federal","PAV","Patos"
"427","PB","Eixo Principal","-","427BPB0230","ENTR PB-293(A)","ENTR PB-293(B)","7.4","9.2","1.8","PAV","","427BPB0230","Federal","","","","Federal","PAV","Patos"
"427","PB","Eixo Principal","-","427BPB0250","ENTR PB-293(B)","ENTR BR-230 (POMBAL)","9.2","37.9","28.7","PAV","","427BPB0250","Federal","","","","Federal","PAV","Patos"
"427","RN","Eixo Principal","-","427BRN0010","ENTR R. WALKER MACEDO (CURRAIS NOVOS)*TRECHO URBANO*","ENTR BR-226(A) (CURRAIS NOVOS) *TRECHO URBANO*","0","0.2","0.2","PAV","","427BRN0010","Federal","","","","Federal","PAV","Currais Novos"
"427","RN","Eixo Principal","Coinc","427BRN0020","ENTR BR-226(A) (CURRAIS NOVOS) *TRECHO URBANO*","ENTR BR-226(B) (P/SÃO VICENTE)*TRECHO URBANO*","0.2","1.3","1.1","PAV","","226BRN0200;427BRN0020","Federal","","","","Federal","PAV","Currais Novos"
"427","RN","Eixo Principal","-","427BRN0030","ENTR BR-226(B) (P/SÃO VICENTE)","ENTR RN-288(A)  (ROD. DEP. WILLY SALDANHA) (ACARÍ)","1.3","27.2","25.9","PAV","","427BRN0030","Federal","","","","Federal","PAV","Currais Novos"
"427","RN","Eixo Principal","-","427BRN0070","ENTR RN-288(A)  (ROD. DEP. WILLY SALDANHA) (ACARÍ)","ENTR RN-288(B) (ROD. DEP. WILLY SALDANHA) (P/CARNAÚBA DOS DANTAS)","27.2","39.6","12.4","PAV","","427BRN0070","Federal","","","","Federal","PAV","Currais Novos"
"427","RN","Eixo Principal","-","427BRN0080","ENTR RN-288(B) (ROD. DEP. WILLY SALDANHA) (P/CARNAÚBA DOS DANTAS)","ENTR RN-088 (JARDIM DO SERIDÓ) (P/PARELHAS)","39.6","54.6","15","PAV","","427BRN0080","Federal","","","","Federal","PAV","Currais Novos"
"427","RN","Eixo Principal","-","427BRN0090","ENTR RN-088 (JARDIM DO SERIDÓ) (P/PARELHAS)","ENTR RN-089 (P/ OURO BRANCO)","54.6","57.5","2.9","PAV","","427BRN0090","Federal","","","","Federal","PAV","Currais Novos"
"427","RN","Eixo Principal","-","427BRN0110","ENTR RN-089 (P/ OURO BRANCO)","ENTR RN-118(A) (ACESSO LESTE CAICÓ)","57.5","93.7","36.2","PAV","","427BRN0110","Federal","","","","Federal","PAV","Currais Novos"
"427","RN","Eixo Principal","-","427BRN0120","ENTR RN-118(A) (ACESSO LESTE CAICÓ)","ENTR RN-288(C) (ROD. DEP. WILLY SALDANHA)","93.7","96.7","3","PAV","","427BRN0120","Federal","","","","Federal","PAV","Currais Novos"
"427","RN","Eixo Principal","-","427BRN0130","ENTR RN-288(C) (ROD. DEP. WILLY SALDANHA)","ENTR RN-118(B)","96.7","103.2","6.5","PAV","","427BRN0130","Federal","","","","Federal","PAV","Currais Novos"
"427","RN","Eixo Principal","-","427BRN0140","ENTR RN-118(B)","ENTR BR-427(ACESSO OESTE CAICÓ)","103.2","109.1","5.9","PAV","","427BRN0140","Federal","","","","Federal","PAV","Currais Novos"
"427","RN","Eixo Principal","-","427BRN0150","ENTR BR-427(ACESSO OESTE CAICÓ)","ENTR RN-288(D)(ROD. DEP. WILLY SALDANHA)(P/ JARDIM DE PIRANHAS)","109.1","116.2","7.1","PAV","","427BRN0150","Federal","","","","Federal","PAV","Currais Novos"
"427","RN","Eixo Principal","-","427BRN0170","ENTR RN-288(D)(ROD. DEP. WILLY SALDANHA)(P/ JARDIM DE PIRANHAS)","ENTR RN-084 (P/TIMBAÚBA DOS BATISTAS)","116.2","120.5","4.3","PAV","","427BRN0170","Federal","","","","Federal","PAV","Currais Novos"
"427","RN","Eixo Principal","-","427BRN0180","ENTR RN-084 (P/TIMBAÚBA DOS BATISTAS)","ENTR RN-089 (P/ SERRA NEGRA DO NORTE)","120.5","150.7","30.2","PAV","","427BRN0180","Federal","","","","Federal","PAV","Currais Novos"
"427","RN","Eixo Principal","-","427BRN0185","ENTR RN-089 (P/ SERRA NEGRA DO NORTE)","ENTR BR-110(A)","150.7","154.3","3.6","PAV","","427BRN0185","Federal","","","","Federal","PAV","Currais Novos"
"427","RN","Eixo Principal","Coinc","427BRN0190","ENTR BR-110(A)","ENTR BR-110(B)","154.3","160.9","6.6","PAV","","110BRN0170;427BRN0190","Federal","","","","Federal","PAV","Currais Novos"
